version:,4
time engine rpm secondary rpm dc motor pos dc motor target pos target rpm hlfb PI integral term PID dt Error engine raw rpm derivative of error signed motor velocity motor target velocity tire slipping (bool) secondary total rotations raw battery analog battery SOC primary slope secondary slope brake sensor (on/off) current state latitude longitude altitude gps speed (mph)
5,1710,0,305,342,3250,49,0,20,-1565,1830,-40,1540,0,0,46339,2725,55,0.79,0,1,1,43.073891,-77.171555,177.600006,0
32,1710,0,318,342,3250,48,0,20,-1565,1830,-40,2860,0,0,46339,2728,55,0.79,0,1,1,43.073891,-77.171555,177.600006,0
58,1785,0,335,408,3250,49,0,20,-1565,2026,-40,3960,0,0,46339,2723,55,2.53,0,1,1,43.073891,-77.171555,177.600006,0
85,1878,0,358,496,3250,50,0,20,-1565,2112,-40,5060,0,0,46339,2723,55,3.27,0,1,8,43.073891,-77.171555,177.600006,0
119,2018,0,398,623,3250,51,0,20,-1565,2359,-40,6600,0,0,46339,2727,55,2.75,0,1,8,43.073891,-77.171555,177.600006,0
146,2180,0,434,623,3250,50,0,27,-1070,2577,1362,7700,0,0,46339,2727,55,6.96,0,1,7,43.073891,-77.171555,177.600006,0
181,2359,0,493,623,3250,51,0,34,-891,2725,488,9240,0,0,46339,2729,55,4.06,0,1,7,43.073891,-77.171555,177.600006,0
208,2529,0,551,623,3250,51,0,27,-721,2872,655,10560,0,0,46339,2725,55,8.14,0,1,7,43.073891,-77.171555,177.600006,0
233,2709,18,600,623,3250,51,0,26,-541,3015,661,7620,0,0,46339,2723,55,9.05,0,1,7,43.073891,-77.171555,177.600006,0
260,2866,18,612,623,3250,51,0,27,-384,3144,644,0,0,0,46339,2736,55,4.11,0,1,7,43.073891,-77.171555,177.600006,0
287,3004,0,616,623,3250,51,0,26,-246,3265,588,1320,0,0,46339,2728,55,7.51,0,1,7,43.073891,-77.171555,177.600006,0
322,3140,0,621,700,3250,51,0,35,-110,3407,394,440,-12000,0,46339,2724,55,3.86,0,1,7,43.073891,-77.171555,177.600006,0
