version:,4
time engine rpm secondary rpm dc motor pos dc motor target pos target rpm hlfb PI integral term PID dt Error engine raw rpm derivative of error signed motor velocity motor target velocity tire slipping (bool) secondary total rotations raw battery analog battery SOC primary slope secondary slope brake sensor (on/off) current state latitude longitude altitude gps speed (mph)
88,1712,0,114,450,3300,51,0,16,-1289,1694,-343,7040,0,0,12534,2813,62,-0.06,0,1,1,43.072044,-77.172607,171.100006,0.03
105,1733,0,144,450,3300,51,0,16,-1289,1815,-343,7920,0,0,12534,2814,62,0.64,0,1,1,43.072044,-77.172607,171.100006,0.03
121,1733,0,168,450,3300,51,0,16,-1289,1815,-343,8580,0,0,12534,2820,62,0.64,0,1,1,43.072044,-77.172607,171.100006,0.03
140,1774,0,195,450,3300,51,0,16,-1289,1915,-343,9240,0,0,12534,2813,62,1.31,0,1,1,43.072044,-77.172607,171.100006,0.03
156,1774,0,233,450,3300,51,0,16,-1289,1915,-343,10120,0,0,12534,2814,62,1.31,0,1,1,43.072044,-77.172607,171.100006,0.03
172,1863,0,264,450,3300,51,0,16,-1289,2154,-343,10780,0,0,12534,2824,62,3.2,0,1,1,43.072044,-77.172607,171.100006,0.03
197,1963,0,320,450,3300,51,0,16,-1289,2239,-343,11880,0,0,12534,2818,62,3.73,0,1,1,43.072044,-77.172607,171.100006,0.03
220,2112,0,380,5050,3300,51,0,16,-1289,2438,-343,12000,12000,0,12534,2813,62,6.06,0,1,7,43.072044,-77.172607,171.100006,0.03
244,2251,0,427,5050,3300,51,0,16,-1289,2513,-343,12000,12000,0,12534,2823,62,5.82,0,1,7,43.072044,-77.172607,171.100006,0.03
261,2406,0,474,5050,3300,51,0,16,-1289,2688,-343,12000,12000,0,12534,2822,62,6.94,0,1,7,43.072044,-77.172607,171.100006,0.03
277,2406,0,509,5050,3300,51,0,16,-1289,2688,-343,12000,12000,0,12534,2807,62,6.94,0,1,7,43.072044,-77.172607,171.100006,0.03
294,2527,0,544,5050,3300,51,0,16,-1289,2758,-343,12000,12000,0,12534,2819,62,5.56,0,1,7,43.072044,-77.172607,171.100006,0.03
310,2662,0,591,5050,3300,51,0,16,-1289,2917,-343,12000,12000,0,12534,2812,62,6.56,0,1,7,43.072044,-77.172607,171.100006,0.03
327,2771,0,626,5050,3300,51,0,16,-1289,2982,-343,12000,12000,0,12534,2813,62,5.42,0,1,7,43.072044,-77.172607,171.100006,0.03
345,2893,451,661,900,3300,51,0,16,-1289,3122,-343,12220,0,0,12534,2810,62,6.35,0,1,7,43.072044,-77.172607,171.100006,0.03
361,2993,193,710,5050,3300,51,0,16,-1289,3186,-343,12000,12000,0,12534,2817,62,5.31,-13.88,1,7,43.072044,-77.172607,171.100006,0.03
378,3103,193,745,5050,3300,50,0,16,-1289,3311,-343,12000,12000,0,12534,2821,62,6.07,-13.88,1,7,43.072044,-77.172607,171.100006,0.03
395,3193,193,780,5050,3300,51,0,16,-1289,3364,-343,12000,12000,0,12534,2814,62,5.05,-13.88,1,7,43.072044,-77.172607,171.100006,0.07
411,3193,193,827,5050,3300,51,0,16,-1289,3364,-343,12000,12000,0,12534,2813,62,5.05,-13.88,1,7,43.072044,-77.172607,171.100006,0.07
498,3318,154,1026,5050,3300,52,0,16,-1289,3608,-343,12000,12000,0,12534,2806,62,1.25,-0.45,1,7,43.072044,-77.172607,171.100006,0.07
517,3448,154,1073,5050,3300,52,0,16,-1289,3775,-343,12000,12000,0,12534,2808,62,8.18,-0.45,1,7,43.072044,-77.172607,171.100006,0.07
533,3564,157,1109,5050,3300,53,0,16,-1289,3765,-343,12000,12000,0,12535,2793,62,7.28,0.04,1,7,43.072044,-77.172607,171.100006,0.07
551,3660,157,1155,5050,3300,53,0,16,-1289,3789,-343,12000,12000,0,12535,2805,62,6.06,0.04,1,7,43.072044,-77.172607,171.100006,0.07
567,3741,157,1191,5050,3300,53,0,16,-1289,3771,-343,12000,12000,0,12535,2793,62,5.09,0.04,1,7,43.072044,-77.172607,171.100006,0.07
583,3776,157,1226,5050,3300,53,0,16,-1289,3784,-343,12000,12000,0,12535,2811,62,2.21,0.04,1,7,43.072044,-77.172607,171.100006,0.07
602,3771,164,1273,5050,3300,54,0,16,-1289,3749,-343,12000,12000,0,12535,2801,62,-0.31,0.11,1,7,43.072044,-77.172607,171.100006,0.07
618,3764,164,1308,5050,3300,54,0,16,-1289,3730,-343,12000,12000,0,12535,2799,62,-0.44,0.11,1,7,43.072044,-77.172607,171.100006,0.07
633,3744,184,1343,5050,3300,54,0,16,-1289,3687,-343,12000,12000,0,12535,2784,62,-1.23,0.62,1,7,43.072044,-77.172607,171.100006,0.07
